Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,totalLivingArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
CollgCr,8,1995,1996,Gd,PConc,Gd,1220,1220,2090,3310,2,Gd,8,TA,Attchd,1995,RFn,2,556,230500-755000
Somerst,7,2006,2007,Gd,PConc,Gd,1092,1112,1550,2642,2,Gd,7,NA,Attchd,2007,Fin,2,438,230500-755000
NWAmes,7,1988,1988,TA,CBlock,Gd,1845,1872,1872,3717,2,TA,6,TA,Attchd,1988,Fin,2,604,230500-755000
ClearCr,7,1954,2005,TA,CBlock,Gd,1385,1363,1363,2748,1,TA,5,TA,Attchd,1954,Unf,2,439,230500-755000
NAmes,7,1967,2007,Gd,CBlock,Gd,710,1898,2978,3688,2,Gd,11,Gd,BuiltIn,1961,Fin,2,564,230500-755000
NAmes,7,1960,2007,TA,CBlock,Gd,585,2069,2069,2654,2,Gd,9,Gd,Attchd,1960,RFn,2,505,230500-755000
Edwards,6,1950,2001,TA,CBlock,TA,1202,2158,2158,3360,2,Gd,7,Gd,Attchd,1950,Unf,2,576,230500-755000
NAmes,7,1973,1973,TA,CBlock,Gd,2223,2223,2223,4446,2,TA,8,Gd,Attchd,1973,Fin,2,516,230500-755000
Gilbert,6,2000,2000,Gd,PConc,Gd,992,1022,2054,3046,2,Gd,7,TA,BuiltIn,2000,RFn,2,390,230500-755000
NAmes,7,1968,1968,Gd,CBlock,TA,2110,2110,2110,4220,2,Ex,8,TA,Attchd,1968,Fin,2,522,230500-755000
ClearCr,7,1940,1950,TA,CBlock,TA,1032,1207,2403,3435,2,TA,10,TA,Attchd,1940,Unf,1,349,230500-755000
Somerst,8,2008,2009,Gd,PConc,Gd,1468,1468,1468,2936,2,Gd,6,Gd,Attchd,2008,Fin,3,898,230500-755000
Somerst,8,2007,2007,TA,PConc,Gd,1563,1563,1563,3126,2,Gd,6,Gd,Attchd,2007,RFn,3,758,230500-755000
CollgCr,8,2008,2008,Gd,PConc,Gd,1694,1694,1694,3388,2,Gd,7,NA,Attchd,2008,RFn,3,776,230500-755000
Veenker,8,1996,1996,Gd,PConc,Gd,1260,1288,1288,2548,1,Ex,4,Gd,Attchd,1996,Fin,2,500,230500-755000
Blmngtn,7,2006,2006,Gd,PConc,Gd,1356,1500,1500,2856,2,Gd,6,Gd,Attchd,2006,Fin,3,648,230500-755000
NoRidge,8,2000,2000,Gd,PConc,Gd,969,997,2285,3254,2,Gd,8,TA,BuiltIn,2000,Fin,3,648,230500-755000
NoRidge,7,1994,1994,Gd,PConc,Gd,973,979,1850,2823,2,Gd,7,Gd,BuiltIn,1994,Fin,2,467,230500-755000
Somerst,7,2007,2007,Gd,PConc,Gd,1689,1689,1689,3378,2,Gd,7,NA,Attchd,2007,RFn,3,954,230500-755000
Timber,8,2006,2007,Gd,PConc,Gd,1638,1646,1646,3284,2,Gd,6,Gd,Attchd,2007,RFn,3,870,230500-755000
Somerst,8,2006,2006,Gd,PConc,Gd,1656,1656,1656,3312,2,Gd,7,NA,Attchd,2006,RFn,3,826,230500-755000
NoRidge,8,2000,2000,Gd,PConc,Gd,1145,1145,2198,3343,2,Gd,9,TA,Attchd,2000,RFn,3,836,230500-755000
Somerst,8,2003,2004,Gd,PConc,Ex,1053,1053,1992,3045,2,Gd,9,Gd,Attchd,2003,RFn,2,648,230500-755000
NridgHt,8,2006,2006,Gd,PConc,Gd,1626,1634,1634,3260,2,Gd,7,Gd,Attchd,2006,RFn,3,866,230500-755000
NWAmes,6,1968,1984,TA,CBlock,TA,1054,1512,2654,3708,2,Gd,9,Gd,Attchd,1968,Unf,2,619,230500-755000
Crawfor,7,1936,1987,Gd,CBlock,Gd,1017,1020,2057,3074,1,Gd,6,Gd,Attchd,1936,Fin,1,180,230500-755000
Timber,7,1990,1991,TA,Wood,Gd,1216,1298,2514,3730,2,TA,8,NA,Attchd,1990,Fin,2,693,230500-755000
Somerst,7,2005,2005,Gd,PConc,Gd,1026,1026,1958,2984,2,Gd,9,Gd,Attchd,2005,Fin,3,936,230500-755000
NWAmes,7,1978,1978,TA,CBlock,Gd,1392,1392,2784,4176,3,Gd,12,TA,Attchd,1978,RFn,2,564,230500-755000
Somerst,7,2007,2008,Gd,PConc,Ex,1372,1372,1372,2744,2,Gd,6,NA,Attchd,2008,Fin,2,529,230500-755000
StoneBr,8,2000,2000,Gd,PConc,Gd,1494,1652,1652,3146,2,Ex,6,NA,Attchd,2000,RFn,2,499,230500-755000
Somerst,8,2005,2006,Gd,PConc,Gd,1082,1082,1953,3035,2,Gd,9,Gd,Attchd,2005,RFn,3,1043,230500-755000
Somerst,7,2009,2009,TA,PConc,Gd,900,932,1852,2752,2,Gd,7,TA,Attchd,2009,RFn,2,644,230500-755000
Somerst,7,2005,2005,Gd,PConc,Gd,1113,1113,1971,3084,2,Gd,8,Gd,Attchd,2005,RFn,2,689,230500-755000
NridgHt,8,2008,2009,Ex,PConc,Ex,2042,2042,2042,4084,2,Ex,8,Gd,Attchd,2009,RFn,3,1390,230500-755000
NridgHt,8,2006,2006,Gd,PConc,Gd,1324,1324,1324,2648,2,Gd,6,Gd,Attchd,2006,Fin,2,550,230500-755000
Somerst,7,2004,2005,Gd,PConc,Gd,991,991,1947,2938,2,Gd,8,Gd,Attchd,2004,RFn,2,678,230500-755000
Somerst,8,2006,2006,Gd,PConc,Gd,1623,1636,1636,3259,2,Gd,8,Gd,Attchd,2006,RFn,3,865,230500-755000
CollgCr,8,2002,2002,Gd,PConc,Gd,1065,1091,1989,3054,2,Gd,7,Gd,Attchd,2002,Fin,2,586,230500-755000
NridgHt,8,2006,2006,Gd,PConc,Ex,1709,1717,1717,3426,2,Gd,7,Gd,Attchd,2006,RFn,3,908,230500-755000
CollgCr,8,2002,2002,Gd,PConc,Gd,1128,1149,2290,3418,2,Gd,9,Gd,Attchd,2002,Unf,2,779,230500-755000
ClearCr,4,1954,1994,TA,CBlock,Gd,1364,1663,1663,3027,1,Gd,6,Gd,Attchd,1954,Fin,2,529,230500-755000
OldTown,6,1920,1950,Gd,BrkTil,Gd,1510,1584,2792,4302,2,TA,8,TA,Detchd,1920,Unf,2,520,230500-755000
NridgHt,8,2007,2007,Gd,PConc,Gd,1566,1600,1600,3166,2,Gd,7,Gd,Attchd,2007,RFn,3,890,230500-755000
SawyerW,8,2005,2006,Gd,PConc,Gd,1844,1844,1844,3688,2,Gd,7,Gd,Attchd,2005,Fin,2,620,230500-755000
Crawfor,6,1957,2004,TA,PConc,TA,1477,1839,1839,3316,2,Gd,7,TA,Attchd,1957,Fin,2,416,230500-755000
NoRidge,8,1998,1998,Gd,PConc,Gd,1141,1165,2263,3404,2,Gd,10,TA,BuiltIn,1998,Fin,2,420,230500-755000
Gilbert,7,2004,2004,Gd,PConc,Gd,1530,1530,1530,3060,2,Gd,7,Gd,Attchd,2004,Fin,3,630,230500-755000
Crawfor,6,1945,2002,TA,CBlock,TA,1028,1436,2320,3348,2,Gd,9,TA,Detchd,1945,Unf,1,180,230500-755000
NoRidge,8,1991,1992,Gd,CBlock,Gd,1288,1301,2417,3705,2,Gd,9,TA,Attchd,1991,Unf,2,462,230500-755000
CollgCr,7,2005,2005,Gd,PConc,Gd,1734,1734,1734,3468,2,Gd,7,NA,Attchd,2005,Fin,2,660,230500-755000
NWAmes,7,1980,1980,Gd,CBlock,Gd,845,1153,2353,3198,2,Ex,10,TA,Attchd,1983,RFn,2,484,230500-755000
NoRidge,7,1993,1993,Gd,PConc,Gd,1347,1372,2646,3993,2,Gd,9,TA,Attchd,1993,RFn,3,656,230500-755000
ClearCr,7,1979,1979,Gd,PConc,Gd,1332,1332,1524,2856,0,Gd,4,TA,Attchd,1979,Fin,2,586,230500-755000
StoneBr,7,2005,2005,Gd,PConc,Ex,1530,1530,1530,3060,2,Gd,7,Gd,Attchd,2005,Fin,2,430,230500-755000
NoRidge,7,1996,1996,Gd,PConc,Gd,1720,1720,1720,3440,2,Gd,7,TA,Attchd,1996,Fin,2,527,230500-755000
CollgCr,8,2001,2001,Gd,PConc,Gd,1299,1299,1872,3171,2,Ex,7,TA,BuiltIn,2001,RFn,2,531,230500-755000
NoRidge,8,1994,1995,Gd,PConc,Gd,1624,1624,1624,3248,2,Gd,5,Fa,Attchd,1994,RFn,3,757,230500-755000
SawyerW,7,1990,1990,TA,PConc,Gd,1475,1532,2329,3804,2,Gd,10,Ex,Attchd,1990,Unf,2,514,230500-755000
Somerst,8,2008,2008,Gd,PConc,Gd,1566,1566,1566,3132,2,Gd,7,NA,Attchd,2008,RFn,2,750,230500-755000
NWAmes,7,1968,2003,TA,CBlock,TA,1568,2156,2156,3724,2,TA,9,Gd,Attchd,1968,RFn,2,508,230500-755000
Somerst,7,2003,2004,Gd,PConc,Gd,912,912,2094,3006,2,Gd,8,Gd,BuiltIn,2003,Fin,2,615,230500-755000
Somerst,8,2009,2009,Gd,PConc,Gd,832,832,1935,2767,2,TA,8,NA,BuiltIn,2009,Fin,2,552,230500-755000
Somerst,9,2008,2008,Gd,PConc,Gd,1498,1506,1506,3004,2,Ex,6,Gd,Attchd,2008,Fin,2,592,230500-755000
Blmngtn,8,2006,2006,Gd,PConc,Gd,1520,1567,1567,3087,2,Ex,7,Gd,Attchd,2006,Fin,3,648,230500-755000
NoRidge,7,1996,1997,Gd,PConc,Gd,1264,1277,2344,3608,2,Gd,7,TA,Attchd,1996,RFn,3,889,230500-755000
Timber,8,2006,2006,Gd,PConc,Gd,1476,1484,1484,2960,2,Ex,6,Gd,Attchd,2006,RFn,2,472,230500-755000
OldTown,7,1880,2003,Gd,Stone,TA,1240,1320,2640,3880,1,Gd,8,Gd,Detchd,1950,Unf,4,864,230500-755000
Somerst,8,2006,2006,Gd,PConc,Gd,1095,1095,1939,3034,2,Gd,8,Gd,Attchd,2006,RFn,3,1053,230500-755000
NridgHt,9,2005,2005,Ex,PConc,Ex,1684,1684,1684,3368,2,Ex,6,Ex,Attchd,2005,RFn,2,564,230500-755000
Crawfor,7,1941,2006,Ex,Stone,TA,1152,1188,2340,3492,2,Gd,9,Gd,Attchd,1941,RFn,1,252,230500-755000
CollgCr,8,1998,1999,Gd,PConc,Gd,1028,1210,2452,3480,2,Gd,9,TA,BuiltIn,1998,Fin,2,683,230500-755000
NoRidge,7,1992,2000,Gd,PConc,Gd,1095,1166,2295,3390,2,Gd,9,TA,Attchd,1992,RFn,2,590,230500-755000
NAmes,8,1970,1970,Gd,PConc,TA,2217,2217,2217,4434,2,Gd,8,TA,Attchd,1970,Unf,2,621,230500-755000
Timber,8,2009,2010,Gd,PConc,Ex,774,774,1968,2742,2,Ex,8,Gd,BuiltIn,2009,Fin,3,680,230500-755000
NoRidge,7,1996,1997,Gd,PConc,Gd,1117,1127,2013,3130,2,TA,8,TA,Attchd,1997,Unf,2,455,230500-755000
Somerst,8,2006,2006,Gd,PConc,Gd,1088,1088,1959,3047,2,Gd,8,Gd,Attchd,2006,RFn,3,1025,230500-755000
Veenker,8,1995,1996,Gd,PConc,Gd,1494,1494,1494,2988,1,Ex,6,Gd,Attchd,1995,Fin,2,481,230500-755000
Timber,8,2002,2003,Gd,PConc,Gd,1616,1629,1629,3245,2,Gd,9,Gd,Attchd,2002,Fin,3,808,230500-755000
Mitchel,8,2002,2002,Gd,PConc,Gd,1568,1689,1689,3257,2,Gd,7,Gd,Attchd,2002,RFn,3,857,230500-755000
NoRidge,7,1994,1994,Gd,PConc,Gd,1223,1223,2127,3350,2,Gd,5,TA,Attchd,1994,RFn,2,525,230500-755000
SawyerW,7,1990,1991,Gd,CBlock,Gd,2158,2196,2196,4354,2,Gd,7,TA,Attchd,1990,RFn,3,701,230500-755000
CollgCr,8,2001,2002,Gd,PConc,Gd,1581,1601,1601,3182,2,Gd,6,TA,Attchd,2001,RFn,2,670,230500-755000
NWAmes,6,1977,1995,TA,CBlock,Gd,1330,1542,2872,4202,2,TA,11,TA,Attchd,1977,Fin,2,619,230500-755000
NridgHt,8,2003,2004,Ex,PConc,Ex,1518,1518,1518,3036,1,Ex,6,Gd,Attchd,2003,RFn,2,588,230500-755000
CollgCr,7,1998,1998,TA,PConc,Gd,1108,1108,2097,3205,2,Gd,8,TA,Detchd,1998,RFn,2,583,230500-755000
Gilbert,7,2006,2006,Gd,PConc,Ex,868,887,2021,2889,2,Gd,9,Gd,BuiltIn,2006,RFn,2,422,230500-755000
NridgHt,8,2004,2005,Gd,PConc,Ex,1713,1713,1713,3426,2,Ex,7,Gd,Attchd,2004,Fin,3,856,230500-755000
Edwards,6,1966,1966,Gd,CBlock,Gd,697,1575,2201,2898,2,Gd,8,Gd,Attchd,1966,Unf,2,432,230500-755000
SawyerW,7,1989,1989,Gd,PConc,Gd,1518,1644,1644,3162,2,Gd,5,TA,Attchd,1989,Fin,2,569,230500-755000
NridgHt,8,2005,2005,Gd,PConc,Gd,1058,1058,1904,2962,2,Ex,8,Gd,BuiltIn,2003,Fin,2,736,230500-755000
StoneBr,8,1985,1985,Gd,PConc,Gd,1742,1742,1742,3484,2,Gd,5,TA,Attchd,1985,RFn,2,564,230500-755000
CollgCr,8,2001,2002,Gd,PConc,Gd,1753,1787,1787,3540,2,Gd,7,TA,Attchd,2001,RFn,3,748,230500-755000
Crawfor,8,2004,2005,Gd,PConc,Ex,1594,1646,1646,3240,2,Gd,5,Gd,Attchd,2004,Fin,2,482,230500-755000
NridgHt,8,2005,2005,Gd,PConc,Gd,1030,1038,2098,3128,2,Ex,8,Gd,Attchd,2005,RFn,3,878,230500-755000
CollgCr,8,2007,2007,Gd,PConc,Ex,1482,1482,2574,4056,2,Ex,10,Gd,BuiltIn,2007,Fin,3,868,230500-755000
SawyerW,7,1988,1989,Gd,CBlock,Gd,1157,1180,2062,3219,2,TA,7,Gd,Attchd,1988,Fin,2,454,230500-755000
ClearCr,6,1958,2006,Gd,CBlock,Gd,1444,1444,2144,3588,2,Gd,7,TA,Attchd,1958,Fin,2,389,230500-755000
NridgHt,9,2005,2005,Ex,PConc,Ex,1561,1561,1561,3122,2,Ex,6,Gd,Attchd,2005,Fin,2,556,230500-755000
NWAmes,8,1981,1981,Gd,PConc,Gd,2524,2524,2524,5048,2,Gd,9,Gd,Attchd,1981,Fin,2,542,230500-755000
StoneBr,8,2000,2000,Gd,PConc,Gd,1501,1659,1659,3160,2,Ex,5,Ex,Attchd,2000,Fin,2,499,230500-755000
CollgCr,7,2006,2007,Gd,PConc,Gd,1494,1494,1494,2988,2,Gd,7,Gd,Attchd,2006,RFn,3,840,230500-755000
NoRidge,8,1998,1998,Gd,PConc,Gd,1086,1086,1924,3010,2,Gd,7,TA,Attchd,1998,RFn,2,592,230500-755000
NridgHt,7,2006,2006,Gd,PConc,Ex,1063,1071,2172,3235,2,Gd,9,Gd,Attchd,2006,RFn,3,947,230500-755000
ClearCr,7,1975,1975,TA,CBlock,Gd,1533,1533,1533,3066,2,Gd,5,TA,Attchd,1975,Unf,2,576,230500-755000
NridgHt,8,2004,2005,Gd,PConc,Ex,1836,1836,1836,3672,2,Gd,7,Gd,Attchd,2004,Fin,3,862,230500-755000
NridgHt,8,2006,2006,Gd,PConc,Gd,1085,1120,1970,3055,2,Ex,8,Gd,BuiltIn,2006,Fin,3,753,230500-755000
Timber,8,2005,2006,Gd,PConc,Gd,1094,1133,2482,3576,2,Gd,9,Gd,BuiltIn,2005,Fin,3,642,230500-755000
Somerst,8,2007,2007,Gd,PConc,Gd,1485,1464,1464,2949,2,Gd,6,NA,Attchd,2007,Unf,3,754,230500-755000
Timber,8,2006,2007,Gd,PConc,Ex,1732,1776,1776,3508,2,Gd,7,Gd,Attchd,2006,Fin,3,712,230500-755000
NridgHt,8,2003,2004,Gd,PConc,Gd,3206,1629,1629,4835,2,Gd,7,Gd,Attchd,2003,RFn,3,880,230500-755000
NridgHt,7,2003,2004,Gd,PConc,Gd,998,1006,2046,3044,2,Gd,8,Gd,BuiltIn,2003,RFn,3,871,230500-755000
CollgCr,9,2002,2002,Gd,PConc,Gd,1626,1668,1668,3294,2,Gd,7,TA,Attchd,2002,Fin,3,702,230500-755000
NridgHt,8,2003,2004,Gd,PConc,Gd,1181,1234,2374,3555,2,Ex,10,Gd,BuiltIn,2003,Fin,3,656,230500-755000
NoRidge,8,1992,2000,Gd,PConc,Gd,1683,2129,2872,4555,2,Gd,9,TA,Attchd,1992,Fin,2,541,230500-755000
StoneBr,8,2001,2002,Gd,PConc,Ex,1593,1593,1593,3186,1,Ex,5,Gd,Attchd,2001,Fin,2,682,230500-755000
Timber,8,1976,1976,Gd,CBlock,Gd,1565,2898,2898,4463,2,Gd,10,Gd,Attchd,1976,Fin,2,665,230500-755000
CollgCr,8,2001,2002,Gd,PConc,Gd,1055,1055,2263,3318,2,Gd,7,TA,BuiltIn,2001,Fin,2,905,230500-755000
Somerst,8,2008,2009,Gd,PConc,Gd,1573,1578,1578,3151,2,Ex,7,Gd,Attchd,2008,Fin,3,840,230500-755000
Crawfor,7,1959,1997,TA,CBlock,TA,1501,1801,1801,3302,2,TA,6,TA,Attchd,1959,Fin,2,484,230500-755000
NoRidge,7,1995,1995,Gd,PConc,Gd,1203,1214,2520,3723,2,Gd,9,TA,Attchd,1995,RFn,3,721,230500-755000
NoRidge,8,1999,2007,Gd,PConc,Gd,1152,1164,2270,3422,2,Gd,9,Gd,Attchd,1999,Fin,3,671,230500-755000
NoRidge,8,1995,1995,Gd,PConc,Gd,1318,1328,2531,3849,2,Gd,9,TA,Attchd,1995,RFn,3,752,230500-755000
Somerst,8,2006,2006,Gd,PConc,Ex,1660,1660,1660,3320,2,Gd,8,Gd,Attchd,2006,RFn,2,500,230500-755000
NoRidge,8,1994,1994,Gd,PConc,Gd,1165,1203,2526,3691,2,Gd,8,TA,Attchd,1994,RFn,3,844,230500-755000
Timber,8,2007,2008,Gd,PConc,Gd,1638,1646,1646,3284,2,Gd,7,Gd,Attchd,2008,RFn,3,800,230500-755000
Veenker,7,1974,2003,Gd,CBlock,TA,1192,1516,2167,3359,2,Gd,9,Gd,Attchd,1974,RFn,2,518,230500-755000
OldTown,7,1880,2002,TA,BrkTil,TA,1470,1675,3493,4963,3,Gd,10,Ex,Attchd,2003,Unf,3,870,230500-755000
CollgCr,8,2008,2008,Gd,PConc,Ex,1622,1630,1630,3252,2,Ex,8,Gd,Attchd,2008,RFn,3,860,230500-755000
CollgCr,8,2007,2008,Gd,PConc,Ex,1705,1718,1718,3423,2,Gd,7,Gd,Attchd,2007,RFn,3,826,230500-755000
NWAmes,8,1976,1996,Ex,CBlock,TA,1142,1175,2715,3857,3,Gd,11,TA,BuiltIn,1994,Fin,2,831,230500-755000
SawyerW,7,1986,1987,Gd,CBlock,TA,1502,1553,2730,4232,2,Gd,8,TA,Attchd,1987,Fin,2,576,230500-755000
NoRidge,8,1994,1994,Gd,PConc,Gd,1986,1987,1987,3973,2,Gd,7,TA,Attchd,1994,Fin,2,691,230500-755000
ClearCr,7,1971,2002,TA,CBlock,Gd,1643,1824,1824,3467,2,Gd,5,TA,Attchd,1971,Unf,2,739,230500-755000
NoRidge,8,1990,1990,Gd,PConc,Ex,1453,1453,2810,4263,2,Gd,9,Ex,Attchd,1990,RFn,2,750,230500-755000
Somerst,8,2007,2007,Gd,PConc,Gd,1184,1184,2610,3794,2,Ex,11,Gd,BuiltIn,2007,Fin,2,550,230500-755000
Timber,8,2003,2003,Gd,PConc,Gd,1482,1482,2262,3744,2,Gd,10,Gd,Attchd,2003,Fin,3,749,230500-755000
CollgCr,8,2004,2005,Gd,PConc,Gd,2000,2000,2000,4000,2,Gd,8,NA,Attchd,2004,Fin,3,888,230500-755000
NridgHt,8,2007,2008,Gd,PConc,Ex,1704,1704,1704,3408,2,Gd,7,Gd,Attchd,2008,RFn,3,772,230500-755000
Somerst,8,2004,2005,Gd,PConc,Ex,1686,1694,1694,3380,2,Gd,7,Gd,Attchd,2004,RFn,2,636,230500-755000
NridgHt,8,2004,2005,Gd,PConc,Ex,1117,1132,2452,3569,3,Gd,9,Gd,BuiltIn,2004,Fin,3,691,230500-755000
NoRidge,8,1993,1993,Gd,PConc,Gd,1338,1352,2520,3858,2,Gd,10,TA,Attchd,1993,RFn,3,796,230500-755000
Somerst,10,2008,2008,Ex,PConc,Ex,1017,1026,2007,3024,2,Ex,10,Ex,Attchd,2008,Fin,3,812,230500-755000
Crawfor,7,1939,2006,Gd,CBlock,TA,798,1137,1954,2752,1,Gd,8,TA,Attchd,1939,Unf,2,431,230500-755000
Somerst,7,2007,2007,Ex,PConc,Ex,1726,1726,1726,3452,2,Ex,8,Gd,Attchd,2007,Fin,3,786,230500-755000
Timber,8,2002,2002,Gd,PConc,Ex,1800,1800,1800,3600,2,Gd,7,Gd,Attchd,2002,Fin,3,765,230500-755000
CollgCr,9,2000,2000,Gd,PConc,Ex,1440,1476,2153,3593,2,Ex,8,Ex,Attchd,2000,Fin,3,736,230500-755000
NridgHt,9,2007,2007,Ex,PConc,Ex,1822,1828,1828,3650,2,Gd,9,Gd,Attchd,2007,Unf,3,774,230500-755000
Crawfor,8,1932,1994,Gd,CBlock,Gd,853,1549,2727,3580,2,Gd,10,TA,Detchd,1932,Unf,2,440,230500-755000
NoRidge,8,1998,1998,Gd,PConc,Gd,1470,1470,2630,4100,2,Gd,8,TA,Attchd,1998,Fin,3,696,230500-755000
Timber,9,2006,2006,Ex,PConc,Ex,1838,1838,1838,3676,2,Ex,8,Gd,Attchd,2006,Fin,3,765,230500-755000
NridgHt,9,2004,2005,Gd,PConc,Ex,1980,1980,1980,3960,2,Ex,8,Gd,Attchd,2004,Fin,3,770,230500-755000
Timber,9,2007,2008,Gd,PConc,Ex,1620,1620,1620,3240,2,Ex,6,Ex,Attchd,2008,Fin,3,912,230500-755000
NoRidge,7,1996,1997,Gd,PConc,Gd,1379,1383,2398,3777,2,Gd,8,TA,Attchd,1996,Fin,3,834,230500-755000
SawyerW,8,1983,2009,Gd,CBlock,Gd,1496,1496,2132,3628,1,Gd,5,Gd,BuiltIn,1983,Fin,2,612,230500-755000
NridgHt,8,2004,2005,Gd,PConc,Ex,1143,1143,2473,3616,2,Gd,9,Gd,BuiltIn,2004,RFn,3,852,230500-755000
NridgHt,8,2007,2007,Ex,PConc,Ex,1694,1694,1694,3388,2,Gd,7,NA,Attchd,2007,Fin,3,818,230500-755000
NridgHt,8,2007,2007,Gd,PConc,Ex,1734,1734,1734,3468,2,Ex,7,Gd,Attchd,2007,RFn,3,928,230500-755000
NridgHt,9,2007,2007,Ex,PConc,Ex,1869,1869,1869,3738,2,Ex,6,Gd,Attchd,2007,RFn,2,617,230500-755000
StoneBr,8,2005,2006,Gd,PConc,Gd,1814,1826,1826,3640,2,Gd,7,TA,Attchd,2005,Fin,3,758,230500-755000
NridgHt,9,2005,2005,Ex,PConc,Ex,1752,1752,1752,3504,2,Ex,6,Gd,Attchd,2005,RFn,2,576,230500-755000
SawyerW,7,1990,1990,TA,PConc,Gd,1673,1699,3222,4895,3,Gd,11,TA,Attchd,1990,Unf,3,594,230500-755000
Gilbert,7,2005,2006,Gd,PConc,Gd,1392,1392,2462,3854,2,Gd,9,Gd,Attchd,2006,RFn,2,576,230500-755000
Edwards,9,2007,2008,Ex,PConc,Ex,1698,1698,1698,3396,2,Ex,8,Gd,Attchd,2007,Fin,3,768,230500-755000
Somerst,9,2006,2006,Ex,PConc,Ex,1905,1905,1905,3810,2,Ex,8,Gd,Attchd,2006,Fin,3,788,230500-755000
Veenker,8,1993,1993,Gd,PConc,Gd,1719,1719,1719,3438,1,Gd,6,Gd,Attchd,1993,Fin,2,473,230500-755000
StoneBr,9,2005,2007,Gd,PConc,Gd,1122,1134,2504,3626,2,Ex,11,Gd,BuiltIn,2005,Fin,3,656,230500-755000
OldTown,10,1893,2000,Ex,BrkTil,TA,1237,1521,2775,4012,3,Gd,9,Gd,Detchd,1988,Unf,2,880,230500-755000
NoRidge,8,1994,1995,Gd,PConc,Ex,1463,1500,2622,4085,2,Gd,9,TA,Attchd,1994,RFn,2,712,230500-755000
NridgHt,9,2006,2007,Gd,PConc,Ex,1652,1652,1652,3304,2,Ex,6,Ex,Attchd,2006,Fin,2,840,230500-755000
NridgHt,8,2005,2006,Gd,PConc,Ex,1158,1158,2376,3534,3,Gd,9,Gd,BuiltIn,2005,RFn,3,853,230500-755000
NridgHt,8,2007,2007,Gd,PConc,Ex,1582,1610,2161,3743,1,Ex,8,Gd,Attchd,2007,Fin,3,789,230500-755000
NridgHt,9,2004,2005,Gd,PConc,Ex,1833,1850,1850,3683,2,Gd,8,Gd,Attchd,2004,Fin,3,772,230500-755000
ClearCr,7,1996,1997,Gd,PConc,Ex,1306,1306,2260,3566,2,Gd,7,NA,Attchd,1996,RFn,2,533,230500-755000
Somerst,9,1999,2000,Gd,PConc,Ex,1698,1709,1709,3407,2,Gd,5,TA,Attchd,1999,Fin,2,506,230500-755000
NoRidge,9,1999,1999,Gd,PConc,Gd,1393,1422,2599,3992,2,Gd,10,TA,BuiltIn,1999,Fin,3,779,230500-755000
Timber,7,1989,1990,Gd,PConc,Gd,1210,1238,2519,3729,2,Gd,9,Gd,Attchd,1989,RFn,2,628,230500-755000
NridgHt,9,2008,2008,Ex,PConc,Ex,1104,1130,2184,3288,2,Ex,10,Gd,Attchd,2008,Fin,3,836,230500-755000
Crawfor,7,1959,2002,Gd,PConc,Gd,1902,1902,1902,3804,2,Ex,7,TA,Attchd,1959,Fin,2,567,230500-755000
NoRidge,8,1998,1999,Gd,PConc,Gd,1225,1276,2612,3837,2,Gd,8,TA,Attchd,1998,Fin,3,676,230500-755000
NoRidge,8,1999,1999,Gd,PConc,Gd,1252,1268,2365,3617,2,Gd,8,Gd,Attchd,1999,RFn,3,856,230500-755000
NridgHt,10,2006,2007,Ex,PConc,Ex,1700,1718,1718,3418,2,Ex,7,Gd,Attchd,2008,Fin,3,786,230500-755000
Somerst,8,2007,2008,Gd,PConc,Ex,1034,1050,2078,3112,2,Ex,8,Gd,Attchd,2008,Fin,3,836,230500-755000
Somerst,8,2004,2005,Gd,PConc,Gd,1580,1580,2466,4046,3,Gd,8,Gd,Attchd,2004,RFn,2,610,230500-755000
NoRidge,8,1998,1998,Gd,PConc,Gd,1284,1310,2450,3734,2,Gd,7,TA,Attchd,1998,Fin,3,1069,230500-755000
NoRidge,7,1993,1994,Gd,PConc,Gd,1311,1325,2418,3729,2,Gd,9,TA,Attchd,1993,RFn,3,983,230500-755000
NridgHt,9,2006,2006,TA,PConc,Ex,1249,1249,2596,3845,3,Gd,9,NA,Attchd,2006,RFn,3,840,230500-755000
NridgHt,9,2005,2006,Ex,PConc,Ex,1175,1182,2324,3499,3,Ex,11,Gd,BuiltIn,2005,Fin,3,736,230500-755000
NAmes,8,1972,1995,Gd,CBlock,Gd,1952,2000,2704,4656,2,Ex,9,TA,Attchd,1972,Fin,2,538,230500-755000
NoRidge,8,1997,1998,Gd,PConc,Gd,1396,1407,2392,3788,2,Gd,7,TA,Attchd,1997,Fin,3,870,230500-755000
NoRidge,8,1995,1995,Gd,PConc,Gd,2109,2113,2113,4222,2,Gd,7,TA,Attchd,1995,Fin,3,839,230500-755000
NridgHt,9,2004,2005,Gd,PConc,Ex,1462,1462,2224,3686,2,Ex,10,Gd,Attchd,2004,Fin,3,738,230500-755000
NridgHt,8,2004,2004,Gd,PConc,Ex,1136,1136,2468,3604,2,Gd,10,Gd,BuiltIn,2004,Fin,3,872,230500-755000
Crawfor,8,1934,1998,TA,PConc,Gd,965,1940,3194,4159,2,TA,10,Gd,Basment,1934,Unf,2,380,230500-755000
